Year,Kilometers_Driven,Fuel_Type,Transmission,Mileage,Engine,Power,Seats,Price,Model
2013,58000,Diesel,Manual,19.01,1461.0,108.45,5.0,4.99,renault duster
2013,32378,Petrol,Manual,20.51,998.0,67.04,5.0,2.8,suzuki wagon
2015,36836,Diesel,Manual,15.1,2179.0,140.0,7.0,12.49,mahindra xuv500
2016,54199,Diesel,Manual,23.0,1248.0,88.8,5.0,5.0,tata zest
2015,23000,Diesel,Manual,25.2,1248.0,74.0,5.0,6.5,suzuki swift
2015,100073,Diesel,Manual,25.0,1396.0,69.01,5.0,2.0,tata indigo
2015,59182,Diesel,Manual,15.1,2179.0,140.0,7.0,9.46,mahindra xuv500
2009,79000,Diesel,Automatic,18.48,1995.0,177.0,5.0,15.0,bmw 5
2013,66930,Petrol,Manual,17.1,1591.0,121.3,5.0,6.15,hyundai verna
2015,100000,Diesel,Automatic,13.01,2199.0,194.3,7.0,14.5,hyundai santa
2018,27413,Petrol,Automatic,20.51,998.0,67.0,5.0,5.18,suzuki wagon
2007,90000,Petrol,Manual,17.3,1061.0,64.0,5.0,1.24,suzuki wagon
2013,40300,Petrol,Manual,18.5,1197.0,82.85,5.0,2.8,hyundai i20
2011,73783,Petrol,Automatic,13.7,1798.0,157.75,5.0,5.23,skoda superb
2005,86000,Petrol,Manual,15.3,1341.0,83.0,5.0,0.45,hyundai getz
2014,65694,Petrol,Manual,18.9,998.0,67.1,5.0,3.25,suzuki wagon
2015,23000,Petrol,Manual,16.8,796.0,34.2,5.0,1.5,suzuki omni
2012,51000,Petrol,Manual,20.36,1197.0,78.9,5.0,2.85,hyundai i10
2018,18335,Petrol,Manual,21.7,999.0,67.0,5.0,4.5,renault kwid
2014,36000,Diesel,Automatic,15.0,2147.0,107.3,5.0,16.25,mercedes-benz b
2017,25000,Petrol,Automatic,17.21,1197.0,103.5,5.0,7.75,volkswagen polo
2007,81000,Diesel,Manual,12.05,2179.0,120.0,8.0,4.35,mahindra scorpio
2013,75421,Diesel,Manual,25.44,936.0,56.3,5.0,3.63,chevrolet beat
2010,80000,Diesel,Manual,12.8,2494.0,102.0,8.0,4.75,toyota innova
2018,10671,Petrol,Manual,20.85,1197.0,83.14,5.0,6.51,suzuki swift
2018,4126,Petrol,Manual,21.7,999.0,67.0,5.0,4.8,renault kwid
2016,61578,Petrol,Manual,18.9,1197.0,82.0,5.0,6.4,hyundai grand
2014,54000,Diesel,Manual,20.34,1498.0,103.2,5.0,4.9,volkswagen vento
2013,70998,Diesel,Automatic,17.68,1968.0,174.33,5.0,20.57,audi a6
2015,40082,Diesel,Manual,19.3,1248.0,73.9,5.0,4.76,suzuki swift
2012,50619,Petrol,Manual,18.0,995.0,62.0,5.0,2.0,chevrolet spark
2009,103905,Diesel,Automatic,22.69,1995.0,190.0,5.0,9.92,bmw 3
2018,15334,Petrol,Manual,21.1,814.0,55.2,5.0,3.69,hyundai eon
2013,69000,Diesel,Manual,23.4,1248.0,74.0,5.0,5.75,suzuki swift
2014,44753,Petrol,Manual,18.0,1198.0,86.7,5.0,4.94,honda amaze
2012,53024,Petrol,Automatic,14.4,1598.0,103.6,5.0,4.29,volkswagen vento
2014,23840,Petrol,Manual,20.51,998.0,67.04,5.0,3.0,suzuki wagon
2014,81298,Diesel,Manual,20.14,1498.0,88.8,5.0,6.5,volkswagen polo
2015,59000,Petrol,Manual,16.47,1198.0,73.9,5.0,4.9,volkswagen polo
2016,51806,Diesel,Manual,25.8,1498.0,98.6,5.0,5.4,honda amaze
2014,56000,Diesel,Automatic,18.53,1968.0,187.74,5.0,24.0,audi a6
2017,33550,Diesel,Automatic,21.5,1498.0,108.5,5.0,9.6,volkswagen vento
2014,62000,Diesel,Automatic,18.53,1968.0,187.74,5.0,25.0,audi a6
2014,66000,Diesel,Manual,19.01,1461.0,108.5,5.0,6.8,nissan terrano
2016,46630,Diesel,Automatic,21.66,1498.0,103.52,5.0,8.59,skoda rapid
2016,72566,Diesel,Manual,25.83,1498.0,99.0,5.0,5.29,ford figo
2011,90000,Diesel,Automatic,14.84,2143.0,167.62,5.0,13.9,mercedes-benz new
2014,69000,Diesel,Manual,13.0,2982.0,168.5,7.0,20.0,toyota fortuner
2011,90000,Petrol,Manual,17.0,1497.0,118.0,5.0,3.4,honda city
2015,39000,Petrol,Manual,18.6,1197.0,81.83,5.0,5.5,hyundai i20
2012,110000,Diesel,Manual,20.54,1598.0,103.6,5.0,3.65,volkswagen vento
2011,68022,Diesel,Manual,13.1,2499.0,141.0,7.0,5.86,ford endeavour
2018,27852,Petrol,Automatic,14.8,1497.0,121.36,5.0,10.44,ford ecosport
2011,68439,Diesel,Manual,23.0,1396.0,90.0,5.0,3.37,hyundai i20
2011,150000,Diesel,Manual,12.99,2494.0,100.6,8.0,6.95,toyota innova
2012,71558,Diesel,Manual,20.0,1399.0,68.05,5.0,3.3,ford figo
2015,65800,Diesel,Automatic,17.01,1582.0,126.2,5.0,12.5,hyundai creta
2014,53000,Diesel,Automatic,16.55,1968.0,140.0,5.0,20.5,audi a4
2017,14600,Diesel,Manual,16.0,2179.0,140.0,7.0,14.5,mahindra xuv500
2014,52000,Diesel,Manual,23.4,1248.0,74.0,5.0,5.25,suzuki swift
2015,25470,Petrol,Manual,20.73,1373.0,91.1,5.0,5.9,suzuki ciaz
2013,22000,Petrol,Manual,21.1,814.0,55.2,5.0,2.6,hyundai eon
2007,75000,Diesel,Automatic,11.0,2987.0,198.5,5.0,11.0,mercedes-benz e-class
2011,95995,Diesel,Automatic,18.48,1995.0,177.0,5.0,15.5,bmw 5
2017,26877,Diesel,Manual,24.0,1186.0,73.97,5.0,5.75,hyundai grand
2007,140000,Diesel,Manual,17.8,1248.0,75.0,5.0,2.0,suzuki swift
2008,95291,Petrol,Manual,17.92,1086.0,62.1,5.0,2.3,hyundai santro
2009,135000,Diesel,Manual,12.8,2494.0,102.0,8.0,8.2,toyota innova
2015,32000,Petrol,Manual,18.6,1197.0,81.83,5.0,4.8,hyundai i20
2008,68333,Diesel,Automatic,11.0,2987.0,198.5,5.0,8.5,mercedes-benz e-class
2011,72000,Diesel,Manual,20.0,1399.0,68.0,5.0,2.9,ford figo
2012,52100,Diesel,Manual,21.43,1364.0,86.79,5.0,6.5,toyota corolla
2018,10000,Petrol,Manual,18.9,1197.0,81.86,5.0,5.85,hyundai grand
2019,6261,Diesel,Manual,16.3,1956.0,170.0,5.0,23.91,jeep compass
2014,55960,Diesel,Manual,11.5,2982.0,171.0,7.0,17.25,toyota fortuner
2013,144000,Diesel,Manual,20.54,1598.0,103.6,5.0,7.0,volkswagen vento
2017,38000,Diesel,Manual,13.68,2393.0,147.8,7.0,17.65,toyota innova
2013,51000,Diesel,Manual,20.0,1399.0,68.1,5.0,2.5,ford figo
2011,64000,Diesel,Automatic,16.07,1995.0,181.0,5.0,10.5,bmw 3
2008,80000,Petrol,Manual,13.2,1495.0,94.0,5.0,1.9,hyundai accent
2016,30000,Petrol,Automatic,23.1,998.0,67.04,5.0,4.25,suzuki celerio
2013,90000,Diesel,Automatic,12.4,2698.0,179.5,5.0,22.5,audi a6
2011,123880,Diesel,Manual,23.08,1461.0,63.1,5.0,3.3,nissan micra
2015,42000,Petrol,Manual,18.0,1198.0,86.7,5.0,4.3,honda amaze
2012,79824,Diesel,Manual,19.87,1461.0,83.8,5.0,5.25,renault duster
2015,75000,Diesel,Manual,12.99,2494.0,100.6,8.0,11.75,toyota innova
2014,72411,Petrol,Manual,18.0,1198.0,86.7,5.0,4.25,honda amaze
2012,63000,Diesel,Automatic,14.94,2143.0,204.0,5.0,14.22,mercedes-benz new
2015,53713,Petrol,Manual,17.71,1197.0,78.9,5.0,4.2,toyota etios
2017,18000,Diesel,Automatic,11.36,2755.0,171.5,8.0,18.25,toyota innova
2013,51000,Diesel,Manual,15.8,2148.0,170.0,5.0,18.5,mercedes-benz new
2008,86700,Petrol,Manual,16.1,1298.0,88.2,5.0,2.4,suzuki swift
2016,29000,Diesel,Manual,27.39,1248.0,74.0,5.0,6.5,suzuki baleno
2015,33000,Petrol,Automatic,23.1,998.0,67.04,5.0,3.99,suzuki celerio
2014,64394,Diesel,Manual,22.7,1498.0,89.84,5.0,5.45,ford ecosport
2010,76000,Diesel,Manual,18.8,1248.0,90.0,5.0,2.7,tata manza
2016,48719,Diesel,Manual,27.3,1498.0,98.6,5.0,6.25,honda jazz
2016,59711,Diesel,Manual,15.1,2179.0,140.0,7.0,13.28,mahindra xuv500
2012,83000,Diesel,Manual,23.08,1461.0,63.1,5.0,3.7,nissan micra
2010,127510,Diesel,Manual,19.0,1248.0,90.0,5.0,1.4,tata manza
2014,35010,Diesel,Manual,22.9,1248.0,74.0,5.0,3.5,suzuki swift
2012,75451,Petrol,Manual,17.5,1197.0,85.8,5.0,3.78,suzuki swift
2015,83000,Diesel,Manual,19.09,1405.0,69.01,5.0,2.7,tata indigo
2013,38755,Diesel,Manual,25.8,1498.0,98.6,5.0,3.2,honda amaze
2016,30000,Petrol,Manual,20.4,1197.0,81.8,5.0,5.0,suzuki swift
2012,40000,Diesel,Manual,20.77,1248.0,88.8,7.0,7.0,suzuki ertiga
2014,19500,Petrol,Manual,18.9,1197.0,82.0,5.0,2.85,hyundai grand
2016,41000,Petrol,Manual,19.69,1198.0,67.04,5.0,4.25,nissan micra
2014,30000,Petrol,Manual,18.9,1197.0,82.0,5.0,4.9,hyundai grand
2017,37000,Diesel,Manual,17.1,1956.0,170.0,5.0,16.9,jeep compass
2014,62000,Diesel,Manual,22.07,1199.0,73.9,5.0,4.25,volkswagen polo
2015,42023,Petrol,Automatic,15.5,1198.0,86.7,5.0,4.34,honda amaze
2014,46728,Petrol,Automatic,15.6,1497.0,116.3,5.0,6.15,honda city
2014,58995,Diesel,Manual,12.83,2696.0,162.0,7.0,9.25,mahindra ssangyong
2015,37857,Diesel,Manual,26.59,1248.0,74.0,5.0,4.85,suzuki swift
2014,71000,Diesel,Manual,25.2,1248.0,74.0,5.0,4.8,suzuki swift
2012,49024,Petrol,Manual,18.4,1198.0,86.8,5.0,2.3,honda brio
2016,10770,Petrol,Manual,18.9,1197.0,82.0,5.0,4.75,hyundai grand
2017,72000,Diesel,Manual,22.95,1248.0,74.0,5.0,5.0,tata zest
2015,91000,Petrol,Manual,21.1,814.0,55.2,5.0,2.5,hyundai eon
2017,14000,Petrol,Manual,18.6,1197.0,81.83,5.0,5.95,hyundai i20
2014,75136,Diesel,Manual,22.7,1498.0,89.84,5.0,6.15,ford ecosport
2014,32500,Petrol,Manual,21.1,1197.0,85.8,5.0,4.05,suzuki ritz
2010,94500,Diesel,Manual,21.9,1396.0,90.0,5.0,3.1,hyundai i20
2013,34900,Petrol,Manual,22.0,1197.0,81.8,5.0,5.49,suzuki dzire
2015,50000,Diesel,Manual,17.8,1248.0,75.0,5.0,5.7,suzuki swift
2014,35000,Petrol,Manual,19.4,1198.0,86.8,5.0,2.85,honda brio
2012,37000,Petrol,Manual,18.6,1199.0,79.4,5.0,2.35,chevrolet beat
2018,32807,Petrol,Automatic,13.0,1591.0,121.3,5.0,14.76,hyundai creta
2008,119000,Petrol,Manual,17.7,1497.0,78.0,5.0,2.25,honda city
2016,12000,Petrol,Manual,18.5,1197.0,85.8,5.0,3.65,suzuki ritz
2016,46727,Diesel,Manual,22.77,1498.0,98.59,5.0,7.25,ford ecosport
2010,73336,Diesel,Automatic,13.2,1995.0,170.0,5.0,10.69,bmw 3
2014,9000,Petrol,Manual,17.01,1591.0,121.3,5.0,5.5,hyundai verna
2014,25422,Petrol,Manual,22.5,998.0,67.04,5.0,3.25,suzuki wagon
2018,14000,Diesel,Manual,25.47,1248.0,88.5,7.0,9.25,suzuki ertiga
2008,66000,Petrol,Manual,19.7,796.0,46.3,5.0,1.7,suzuki alto
2010,55324,Petrol,Manual,19.0,998.0,66.1,5.0,2.87,suzuki a-star
2017,43000,Petrol,Manual,18.15,1198.0,82.0,5.0,4.5,mahindra kuv
2008,58483,Petrol,Automatic,19.2,1197.0,80.0,5.0,2.95,hyundai i10
2007,93000,Petrol,Automatic,12.9,1799.0,130.0,5.0,2.6,honda civic
2010,50000,Petrol,Manual,20.36,1197.0,78.9,5.0,3.0,hyundai i10
2014,78616,Diesel,Automatic,14.84,2143.0,170.0,5.0,15.5,mercedes-benz new
2011,37000,Petrol,Manual,17.6,1496.0,88.73,5.0,2.8,toyota etios
2010,54801,Petrol,Manual,17.0,1497.0,118.0,5.0,2.5,honda city
2014,29000,Diesel,Manual,23.4,1248.0,74.0,5.0,5.75,suzuki swift
2010,68000,Petrol,Manual,22.0,1197.0,81.8,5.0,2.8,suzuki swift
2014,58000,Petrol,Manual,17.01,1591.0,121.3,5.0,4.59,hyundai verna
2012,64290,Diesel,Manual,23.2,1248.0,73.94,5.0,3.65,suzuki ritz
2015,31000,Diesel,Manual,13.0,2982.0,168.5,7.0,19.85,toyota fortuner
2018,16039,Diesel,Manual,17.1,1956.0,170.0,5.0,18.5,jeep compass
2017,19860,Petrol,Manual,18.6,1197.0,81.83,5.0,6.95,hyundai i20
2014,48500,CNG,Manual,26.6,998.0,58.16,5.0,2.85,suzuki wagon
2008,78000,Diesel,Manual,19.3,1248.0,73.9,5.0,2.3,suzuki swift
2016,78000,Diesel,Manual,25.0,1396.0,69.01,5.0,2.3,tata indigo
2016,52000,Diesel,Manual,28.4,1248.0,74.0,5.0,5.95,suzuki swift
2016,30000,Petrol,Automatic,23.1,998.0,67.04,5.0,3.49,suzuki celerio
2015,29651,Petrol,Manual,16.47,1198.0,74.0,5.0,6.43,volkswagen polo
2015,21400,Petrol,Manual,15.6,1196.0,70.0,5.0,4.0,ford figo
2015,77000,Diesel,Manual,26.0,1498.0,98.6,5.0,6.98,honda city
2013,81755,Diesel,Manual,20.0,1968.0,108.5,5.0,4.75,skoda laura
2016,99593,Diesel,Manual,11.5,2982.0,171.0,7.0,23.5,toyota fortuner
2014,39791,Diesel,Manual,22.32,1582.0,126.32,5.0,7.49,hyundai verna
2015,113000,Diesel,Manual,15.1,2179.0,140.0,7.0,10.85,mahindra xuv500
2017,24000,Petrol,Manual,25.17,799.0,53.3,5.0,3.5,renault kwid
2015,39000,Petrol,Manual,18.6,1197.0,81.83,5.0,6.3,hyundai i20
2012,37000,Petrol,Automatic,15.6,1497.0,116.3,5.0,6.75,honda city
2016,61648,Petrol,Automatic,13.7,1798.0,157.75,5.0,14.23,skoda superb
2012,37000,Diesel,Automatic,22.69,1995.0,190.0,5.0,15.0,bmw 3
2013,53000,CNG,Manual,22.8,1373.0,80.9,7.0,5.8,suzuki ertiga
2013,65000,Diesel,Manual,23.2,1248.0,73.94,5.0,3.75,suzuki ritz
2011,148009,Diesel,Manual,11.5,2982.0,171.0,7.0,12.75,toyota fortuner
2009,53001,Petrol,Manual,16.1,1298.0,88.2,5.0,1.95,suzuki swift
2015,50000,Petrol,Automatic,18.0,1497.0,117.3,5.0,8.25,honda city
2013,48183,Diesel,Automatic,13.2,1995.0,170.0,5.0,20.99,bmw 3
2010,93000,Diesel,Automatic,14.21,2143.0,203.0,5.0,17.5,mercedes-benz e-class
2015,53500,Diesel,Manual,28.4,1248.0,74.0,5.0,5.36,suzuki swift
2014,17585,Petrol,Manual,16.02,1373.0,93.7,7.0,6.35,suzuki ertiga
2011,36226,Petrol,Manual,17.01,1591.0,121.3,5.0,2.95,hyundai verna
2017,49045,Petrol,Manual,20.36,1197.0,78.9,5.0,4.07,hyundai i10
2012,45000,Diesel,Manual,22.07,1199.0,73.9,5.0,2.99,volkswagen polo
2017,40000,Diesel,Manual,24.3,1248.0,88.5,5.0,7.9,suzuki vitara
2016,36600,Diesel,Manual,19.87,1461.0,83.8,5.0,7.49,renault duster
2009,117000,Diesel,Manual,18.0,1248.0,75.0,5.0,1.1,tata indica
2016,50000,Diesel,Manual,25.4,1186.0,73.97,5.0,3.5,hyundai xcent
2008,150000,Diesel,Manual,18.1,1493.0,110.0,5.0,3.0,hyundai verna
2014,11000,Petrol,Manual,17.01,1591.0,121.3,5.0,6.1,hyundai verna
2010,102016,Petrol,Manual,15.6,1196.0,70.0,5.0,2.25,ford figo
2016,38000,Diesel,Manual,25.2,1248.0,74.0,5.0,5.95,suzuki swift
2015,46354,Petrol,Manual,16.47,1198.0,74.0,5.0,5.49,volkswagen polo
2019,87000,Diesel,Automatic,22.69,1995.0,190.0,5.0,6.67,bmw 3
2015,20765,Petrol,Manual,15.0,1598.0,103.52,5.0,6.25,skoda rapid
2016,84085,Diesel,Manual,26.21,1248.0,88.5,5.0,6.9,suzuki ciaz
2014,55000,Diesel,Manual,25.1,1498.0,98.6,5.0,5.99,honda city
2010,73000,Petrol,Automatic,10.93,3498.0,272.0,5.0,10.4,mercedes-benz e-class
2016,93166,Diesel,Manual,14.02,2179.0,118.3,7.0,5.85,mahindra xylo
2006,99583,Petrol,Automatic,12.0,1493.0,100.0,5.0,2.21,honda city
2010,72000,Petrol,Manual,15.5,1586.0,103.3,5.0,2.4,suzuki sx4
2009,70000,Petrol,Manual,14.53,1798.0,138.1,5.0,3.0,toyota corolla
2012,61000,Petrol,Automatic,14.4,1598.0,103.6,5.0,3.75,volkswagen vento
2015,66510,Petrol,Manual,21.1,814.0,55.2,5.0,2.95,hyundai eon
2011,84062,Diesel,Manual,20.0,1968.0,108.5,5.0,5.8,skoda laura
2012,80799,Diesel,Manual,22.9,1248.0,74.0,5.0,4.9,suzuki swift
2018,5000,Petrol,Automatic,14.28,1798.0,138.03,5.0,16.95,toyota corolla
2013,92000,Diesel,Manual,12.99,2494.0,100.0,8.0,12.5,toyota innova
2017,53000,Diesel,Manual,27.28,1047.0,69.0,5.0,5.0,tata tiago
2015,39822,Petrol,Manual,15.41,1598.0,103.52,5.0,4.68,skoda rapid
2017,24214,Petrol,Manual,25.17,799.0,53.3,5.0,3.46,renault kwid
2012,75000,Diesel,Manual,23.0,1396.0,90.0,5.0,4.0,hyundai i20
2012,77216,Diesel,Manual,17.5,1896.0,106.0,5.0,4.5,skoda laura
2013,74290,Diesel,Manual,21.43,1364.0,87.2,5.0,5.87,toyota corolla
2015,61000,Diesel,Manual,15.4,2179.0,120.0,8.0,9.5,mahindra scorpio
2013,85846,Diesel,Automatic,22.69,1995.0,190.0,5.0,13.08,bmw 3
2012,52000,Diesel,Manual,21.64,1461.0,84.8,5.0,3.5,nissan sunny
2010,47000,Petrol,Manual,12.8,2354.0,177.6,5.0,3.5,honda accord
2010,72010,Diesel,Manual,16.8,1493.0,110.0,5.0,4.45,hyundai verna
2015,15000,Petrol,Manual,16.8,796.0,34.2,8.0,2.35,suzuki omni
2007,75000,Petrol,Manual,16.6,1388.0,68.0,5.0,2.0,ford fiesta
2015,57000,Diesel,Manual,22.54,1396.0,88.73,5.0,6.35,hyundai i20
2015,41057,Diesel,Automatic,13.0,2143.0,201.1,5.0,24.63,mercedes-benz e-class
2012,92000,CNG,Manual,26.2,998.0,58.2,5.0,3.0,suzuki wagon
2016,20000,Diesel,Manual,22.77,1498.0,98.59,5.0,7.9,ford ecosport
2011,52359,Petrol,Manual,18.5,1197.0,80.0,5.0,3.25,hyundai i20
2016,17000,Petrol,Manual,17.8,1497.0,117.3,5.0,8.25,honda city
2011,39002,Diesel,Manual,23.08,1461.0,63.1,5.0,2.85,nissan micra
2010,129986,Diesel,Manual,20.0,1399.0,68.0,5.0,3.2,ford figo
2013,45000,Petrol,Manual,18.44,1198.0,75.0,5.0,1.75,nissan micra
2009,82002,Petrol,Manual,12.8,2354.0,177.6,5.0,5.75,honda accord
2010,67000,Petrol,Automatic,13.7,1798.0,157.75,5.0,4.7,skoda superb
2017,21260,Petrol,Manual,14.0,796.0,35.0,5.0,2.9,suzuki omni
2012,55362,Diesel,Manual,21.9,1396.0,88.8,5.0,4.25,hyundai i20
2017,13000,Diesel,Automatic,17.01,1582.0,126.2,5.0,14.5,hyundai creta
2016,45725,Diesel,Manual,25.2,1248.0,74.0,5.0,5.34,suzuki swift
2014,105000,Diesel,Manual,25.2,1248.0,74.0,5.0,3.85,suzuki swift
2009,156056,Diesel,Manual,12.8,2494.0,102.0,8.0,8.5,toyota innova
2016,135000,Diesel,Manual,24.4,1120.0,71.0,5.0,4.2,hyundai xcent
2016,67000,Diesel,Manual,20.77,1248.0,88.7,7.0,6.75,suzuki ertiga
2019,32251,Diesel,Manual,22.54,1396.0,88.73,5.0,8.61,hyundai i20
2009,47000,Petrol,Manual,19.0,998.0,67.1,5.0,1.46,suzuki zen
2011,75308,Diesel,Manual,21.1,1248.0,73.9,5.0,2.8,suzuki ritz
2014,58000,Petrol,Manual,17.0,1497.0,118.0,5.0,5.47,honda city
2009,60000,Petrol,Manual,17.5,1298.0,85.8,5.0,2.45,suzuki swift
2014,45000,Diesel,Automatic,17.05,1995.0,184.0,5.0,21.5,bmw x1
2010,41195,Petrol,Manual,15.0,1368.0,90.0,5.0,1.38,tata manza
2016,89000,Diesel,Manual,16.0,2179.0,140.0,7.0,13.5,mahindra xuv500
2009,60510,Petrol,Automatic,16.95,1197.0,78.9,5.0,3.1,hyundai i10
2016,8500,Petrol,Manual,21.4,1197.0,83.1,5.0,5.49,suzuki baleno
2017,35981,Diesel,Manual,24.3,1248.0,88.5,5.0,9.51,suzuki vitara
2012,23152,Petrol,Manual,15.6,1196.0,70.02,5.0,2.39,ford figo
2014,74663,CNG,Manual,33.54,998.0,67.04,5.0,3.25,suzuki wagon
2014,61529,Petrol,Automatic,18.19,1197.0,103.5,5.0,5.65,volkswagen vento
2010,91596,Diesel,Manual,14.95,2489.0,93.7,7.0,1.85,mahindra xylo
2013,83327,Diesel,Manual,19.3,1248.0,73.9,5.0,5.8,suzuki swift
2017,22857,Petrol,Manual,16.2,1199.0,74.0,5.0,6.9,volkswagen polo
2013,34620,Petrol,Manual,17.01,1591.0,121.3,5.0,5.35,hyundai verna
2010,56000,Petrol,Manual,19.81,1086.0,68.05,5.0,2.85,hyundai i10
2014,81000,Diesel,Automatic,13.0,2143.0,204.0,5.0,22.75,mercedes-benz e-class
1998,95150,Petrol,Manual,17.3,993.0,60.0,5.0,0.45,suzuki zen
2013,32776,Petrol,Manual,20.36,1197.0,78.9,5.0,4.64,hyundai i10
2016,51587,Diesel,Manual,25.8,1498.0,98.6,5.0,5.27,honda amaze
2015,22000,Petrol,Manual,18.5,1198.0,86.8,5.0,3.95,honda brio
2010,30754,Petrol,Manual,17.0,1197.0,80.0,5.0,3.38,hyundai i20
2018,37109,Petrol,Manual,14.69,1390.0,120.33,5.0,16.8,volkswagen jetta
2010,45000,Petrol,Manual,16.7,1198.0,88.8,5.0,1.99,honda jazz
2017,33284,Petrol,Manual,18.9,1197.0,82.0,5.0,5.84,hyundai grand
2013,130790,Diesel,Manual,16.0,2179.0,140.0,7.0,9.24,mahindra xuv500
2015,32205,Diesel,Automatic,17.11,1968.0,174.33,5.0,25.31,audi a4
2013,67000,Diesel,Manual,19.01,1461.0,108.45,5.0,4.75,renault duster
2014,57676,Petrol,Manual,19.1,1197.0,85.8,5.0,6.69,suzuki swift
2012,41000,Petrol,Manual,16.47,1198.0,73.9,5.0,3.1,volkswagen polo
2012,65000,Petrol,Manual,19.7,796.0,35.0,8.0,1.55,suzuki omni
2019,12153,Petrol,Automatic,18.9,1197.0,81.86,5.0,6.84,hyundai grand
2017,61221,Petrol,Automatic,17.84,1395.0,147.51,5.0,21.73,audi a4
2015,22000,Petrol,Manual,16.47,1198.0,74.0,5.0,4.75,volkswagen polo
2015,63714,Petrol,Manual,22.74,796.0,47.3,5.0,2.45,suzuki alto
2012,69000,Diesel,Automatic,15.2,1968.0,140.8,5.0,10.25,audi a4
2013,100000,Petrol,Manual,15.8,1499.0,110.0,5.0,6.5,ford ecosport
2016,22000,Petrol,Manual,18.9,1197.0,82.0,5.0,4.25,hyundai grand
2015,107000,Petrol,Manual,20.85,1197.0,83.14,5.0,4.0,suzuki swift
2017,48198,Petrol,Manual,17.57,1193.0,88.7,5.0,4.65,tata zest
2014,80073,Diesel,Manual,17.3,1998.0,163.7,5.0,7.11,chevrolet cruze
2013,85388,Diesel,Manual,21.1,1248.0,73.9,5.0,3.9,suzuki ritz
2017,14700,Petrol,Manual,18.9,1197.0,81.86,5.0,5.6,hyundai grand
2012,150000,Diesel,Manual,28.4,1248.0,73.75,5.0,2.25,suzuki dzire
2011,34994,Diesel,Manual,22.32,1582.0,126.32,5.0,3.9,hyundai verna
2013,82000,Petrol,Automatic,13.7,1798.0,157.75,5.0,7.25,skoda superb
2006,52000,Petrol,Manual,18.9,998.0,67.1,5.0,2.0,suzuki wagon
2011,20000,Petrol,Manual,16.47,1198.0,73.9,5.0,3.5,volkswagen polo
2011,55000,Petrol,Manual,14.8,1799.0,130.2,5.0,5.0,honda civic
2015,47001,CNG,Manual,20.0,1196.0,63.0,5.0,3.72,suzuki eeco
2014,52000,Petrol,Manual,22.5,998.0,67.04,5.0,3.45,suzuki wagon
2013,43284,Diesel,Manual,23.4,1248.0,74.0,5.0,4.5,suzuki swift
2018,23875,Petrol,Automatic,13.0,1591.0,121.3,5.0,14.36,hyundai creta
2016,51866,Petrol,Manual,18.9,1197.0,82.0,5.0,5.5,hyundai grand
2013,69000,Diesel,Manual,23.08,1461.0,63.1,5.0,3.0,nissan micra
2017,62788,Petrol,Manual,18.9,1197.0,81.86,5.0,6.08,hyundai grand
2013,150000,Diesel,Manual,20.54,1598.0,103.6,5.0,5.0,volkswagen vento
2015,47566,Diesel,Automatic,12.55,2982.0,168.5,7.0,20.25,toyota fortuner
2018,20300,Diesel,Automatic,11.36,2755.0,171.5,7.0,18.0,toyota innova
2013,30000,Petrol,Manual,21.1,814.0,55.2,5.0,2.1,hyundai eon
2012,36000,Diesel,Manual,22.7,1582.0,126.24,5.0,7.5,hyundai elantra
2015,60000,Diesel,Manual,19.64,1461.0,108.45,5.0,8.65,renault duster
2014,60750,Petrol,Manual,14.28,1798.0,138.03,5.0,10.5,toyota corolla
2018,9000,Diesel,Manual,14.0,2179.0,155.0,7.0,13.0,mahindra xuv500
2004,60000,Petrol,Manual,17.3,1061.0,64.0,5.0,1.4,suzuki wagon
2017,38424,Petrol,Manual,17.8,1497.0,117.3,5.0,7.51,honda city
2014,50000,Diesel,Manual,22.9,1248.0,74.0,5.0,4.3,suzuki swift
2015,19000,Petrol,Automatic,18.0,1497.0,117.3,5.0,8.95,honda city
2015,58734,Diesel,Manual,20.77,1248.0,88.76,7.0,6.91,suzuki ertiga
2016,65257,Diesel,Manual,19.01,1461.0,108.45,5.0,9.75,renault duster
2010,130000,Diesel,Manual,19.3,1248.0,73.9,5.0,4.0,suzuki swift
2011,79000,Diesel,Manual,23.2,1248.0,73.94,5.0,3.65,suzuki ritz
2013,78000,Diesel,Manual,15.1,2179.0,140.0,7.0,10.75,mahindra xuv500
2015,49133,Petrol,Manual,19.4,1198.0,86.8,5.0,4.51,honda brio
2014,54448,Diesel,Manual,21.02,1248.0,88.8,5.0,3.7,tata manza
2014,158793,Diesel,Manual,12.8,2494.0,102.0,7.0,12.99,toyota innova
2015,62088,Petrol,Manual,18.6,1197.0,85.8,5.0,4.15,suzuki swift
2012,14800,Petrol,Manual,17.01,1591.0,121.3,5.0,4.4,hyundai verna
2015,26000,Petrol,Manual,17.3,1497.0,117.3,7.0,4.25,honda mobilio
2017,32005,Petrol,Manual,18.0,1198.0,86.7,5.0,4.25,honda amaze
2017,35000,Petrol,Automatic,18.0,1497.0,117.3,5.0,7.7,honda city
2017,11000,Petrol,Manual,17.4,1497.0,117.3,5.0,8.5,honda city
2008,62000,Petrol,Automatic,9.5,2997.0,231.1,5.0,7.0,mercedes-benz e-class
2002,65134,Petrol,Manual,13.8,1299.0,70.0,5.0,0.8,ford ikon
